Dataflow,FREQ:Frequency,BORROWERS_CTY:Borrowers' country,TC_BORROWERS:Borrowing sector,TC_LENDERS:Lending sector,VALUATION:Valuation,UNIT_TYPE:Unit type,TC_ADJUST:Type of adjustment,TIME_PERIOD:Time period or range,OBS_VALUE:Observation Value,COLLECTION:Collection Indicator,UNIT_MULT:Unit Multiplier,UNIT_MEASURE:Unit of measure,TITLE_TS:Title (tseries level),OBS_STATUS:Observation Status,OBS_PRE_BREAK:Pre-Break Observation,OBS_CONF:Observation Confidentiality
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2003-Q1,123,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2003-Q2,128.6,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2003-Q3,130.7,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2003-Q4,129.1,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2004-Q1,132.3,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2004-Q2,128.6,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2004-Q3,126.3,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2004-Q4,124.9,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2005-Q1,123.5,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2005-Q2,120.2,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2005-Q3,119.3,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2005-Q4,117.5,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2006-Q1,121,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2006-Q2,122,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2006-Q3,120.7,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2006-Q4,118.6,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2007-Q1,120.3,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2007-Q2,120.9,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2007-Q3,120.1,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2007-Q4,116.9,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2008-Q1,117.5,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2008-Q2,116.6,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2008-Q3,116.1,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2008-Q4,115.6,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2009-Q1,128.8,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2009-Q2,138.7,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2009-Q3,143.4,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2009-Q4,145.1,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2010-Q1,148.3,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2010-Q2,150.5,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2010-Q3,150.4,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2010-Q4,149.9,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2011-Q1,150.2,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2011-Q2,150,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2011-Q3,148.4,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2011-Q4,149.6,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2012-Q1,153,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2012-Q2,155.8,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2012-Q3,159.5,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2012-Q4,162.5,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,CN: China,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,2013-Q1,168.9,E: End of period,0: Units,367: Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
